Key;English;;;;;;;;;;;;;
montenegro_borders_desc;虽然长时间处于独立，但黑山的边境从来没有被正式地承认，这导致了克罗地亚和波斯尼亚的宣称。是时候改变这一点了。;;;;;;;;;;;;;
renovate_capital_title;翻新$CAPITAL$;;;;;;;;;;;;;
renovate_capital_desc;$CAPITAL$是一座古老的城市，狭窄的中世纪风格街道和建筑绝对不会对它带来什么好处。为了引入现代交通网以及消除可能的卫生问题，我们可以投资对$CAPITAL$进行翻新来让它变成一座更配得上作为$COUNTRY$首都的城市。;;;;;;;;;;;;;
bulgarian_miracle_title;保加利亚奇迹;;;;;;;;;;;;;
bulgarian_miracle_desc;在面积和人口方面，保加利亚是巴尔干半岛上最大的基督教国家，它正在经历一场经济和文化的复兴。欧洲人正在谈论“保加利亚奇迹”称保加利亚为巴尔干的“普鲁士”或者“日本”。只有时间才能证明这个奇迹究竟是会建立一个持久的遗产和一个伟大的国家，还是仅仅会是一次性的。现在，我们只需要从中获利就可以了。;;;;;;;;;;;;;
greater_bulgaria_title;宣称大保加利亚;;;;;;;;;;;;;
greater_bulgaria_desc;保加利亚有权从前奥斯曼帝国手中收回所有保加利亚人居住的土地。巴尔干将会在保加利亚帝国的权威下获得稳定。;;;;;;;;;;;;;
conquest_of_the_saharan_desert_title;撒哈拉边界;;;;;;;;;;;;;
conquest_of_the_saharan_desert_desc;撒哈拉沙漠的游牧民族一直都很麻烦，因为我们没有给他们足够的利益以控制住他们。随着列强迅速开始瓜分非洲，我们有必要对偏远地区建立恰当的边界和控制。我们可以制定一系列条约，以确定我们领土的撒哈拉边界，并消除撒哈拉边境冲突的任何可能性。;;;;;;;;;;;;;
remove_spu_cores_title;统一秘鲁;;;;;;;;;;;;;
remove_spu_cores_desc;随着南北秘鲁分裂的结束，这些旧的边界变得无用。是时候结束分离的秘鲁的概念了。;;;;;;;;;;;;;
repudiate_the_treaty_of_paucarpata_title;否认保卡尔帕塔条约;;;;;;;;;;;;;
repudiate_the_treaty_of_paucarpata_desc;在保卡尔帕塔与圣克鲁斯率领的一支军队遭遇后，穷途末路的海军上将布兰科·恩卡拉达被迫签署了一项和平条约。“保卡尔帕塔条约”同意智利归还所有被捕船只，恢复联邦与智利之间的商业关系，将所有智利军队从联邦领土撤出以及联邦向智利支付前秘鲁的外债。智利军队回到了船上。1837年12月，海军上将布兰科·恩卡拉达率领舰队和军队相当耻辱地回到了瓦尔帕莱索，这一丑闻非常巨大。智利政府和智利公众舆论愤慨地否定了该条约。海军上将布兰科·恩卡拉达和他的顾问安东尼奥·何塞·德里萨里（他甚至拒绝回到智利）一起被投入监狱并被判处叛国罪。;;;;;;;;;;;;;
native_removal_act_title;原住民地位：镇压法案;;;;;;;;;;;;;
native_removal_act_desc;“这个不幸的种族，我们花了太大的代价来拯救和开化他们，但他们的突然背弃和凶残的野蛮行为已经让他们可以正当地被灭绝了，现在只等我们决定他们的命运。”\n$COUNTRY_ADJ$发言人就新政府政策向$MONARCHTITLE$的部长和顾问发表了讲话。决定已经做出，新的政府将致力于对原住民的迫害和边缘化，直到他们从$COUNTRY$完全消失。;;;;;;;;;;;;;
native_assimilation_act_ended_title;同化法案的结束;;;;;;;;;;;;;
native_assimilation_act_ended_desc;过了二十年，政府正在重新审视对原住民的同化政策。通过点击此决议，我们可以继续执行或选择一个新政策。;;;;;;;;;;;;;
native_assimilation_act_title;原住民地位：同化法案;;;;;;;;;;;;;
native_assimilation_act_desc;“首先，我们应该坚持，如果一个原住民开始说$COUNTRY_ADJ$语言并被我们同化，他就应该被与其他人平等地对待，因为宗教信条、出生地或出身歧视任何一个这样的人都是一种暴行。但是，这要求这个人在每一个方面都变成$COUNTRY_ADJ$人，而且只有$COUNTRY_ADJ$....不能有二心。如果一个人说他是$COUNTRY_ADJ$的，但同时也是其他的什么，那他就完全不是一个$COUNTRY_ADJ$人。我们只能接受一面旗帜，那就是$COUNTRY_ADJ$旗帜。我们只能接受一种语言，那就是$COUNTRY_ADJ$语言...我们只能接受一种忠诚，这忠诚献给$COUNTRY_ADJ$人民。”\n\n$MONARCHTITLE$在$CAPITAL$向群众发表了讲话，描述了政府将原住民融入$COUNTRY_ADJ$社会的政策。将他们迁出传统的村庄可能很困难并要花一些时间，但政府已经下决心要把$COUNTRY$的土著居民在一切方面都变为$COUNTRY_ADJ$人。;;;;;;;;;;;;;
native_protection_act_title;原住民保护法案;;;;;;;;;;;;;
native_protection_act_desc;在$COUNTRY$生活的每个原住民、与原住民习惯性地联系且一同生活的混血儿以及混血儿的子女，应被视为本法意义上的原住民，在任何案件的听证中，法官在没有其他足够证据的情况下，可以自行决定自己的观点，判断提起诉讼的任何人是否属于本法意义上的原住民。如果任何人违反根据本法订立的规定，或者阻碍管理者、地方委员会或当地的原住民和其他人的任何护卫履行其在本法规定内的职责，都将视为犯罪，并处罚款。在$COUNTRY$的立法会和议院的建议下，$MONARCHTITLE$在最近的议会集会上通过了这份法案，从此$COUNTRY$的所有原住民都将被置于国家的保护下并被视为$COUNTRY_ADJ$的合法公民。;;;;;;;;;;;;;
native_integration_status_on_title;原住民地位;;;;;;;;;;;;;
native_integration_status_on_desc;自从$COUNTRY$被殖民化以来，原住民在$COUNTRY_ADJ$社会中就一直处于边缘地位。被边缘化甚至是完全被忽视的原住民对他们的地位感到越来越不满，其他国家则目不转睛地盯着我们，看看我们要如何对待$COUNTRY$最早的人民。在$CAPITAL$，有传言称政府将就原住民问题制定官方的政策：我们是应该维持现状，给他们全部权利还是尝试同化他们呢？或者，我们应该把他们驱向灭绝的边缘吗？;;;;;;;;;;;;;
native_integration_status_off_title;关闭原住民地位选项;;;;;;;;;;;;;
native_integration_status_off_desc;就如何处理原住民的问题，我们并没能达成一个统一的意见。;;;;;;;;;;;;;
end_segregation_act_title;结束隔离;;;;;;;;;;;;;
end_segregation_act_desc;我们的国家已经分裂太久了。长久以来那些宵小之辈统治着我们的国家。不会再这样了。我们将作为一个统一的国家崛起！;;;;;;;;;;;;;
form_antillean_confederation_title;建立安的列斯联邦;;;;;;;;;;;;;
form_antillean_confederation_desc;古巴人和波多黎各人！齐心协力，共同努力，我们是兄弟，我们是不幸的人：让我们也成为为古巴和波多黎各独立奋斗的革命者吧。这样我们明天就可以组建安的列斯联邦。波多黎各独立万岁！古巴万岁！西班牙滚出美洲！安的列斯群岛是安的列斯人的！;;;;;;;;;;;;;
claim_the_caribbean_title;宣称加勒比;;;;;;;;;;;;;
claim_the_caribbean_desc;安的列斯群岛现在面临着他们历史上从未面对过的一刻：他们现在必须决定“生存还是毁灭”。让我们团结起来。让我们建立一个民族，然后我们将在基础上建立一座坚固的圣殿，使撒克逊和西班牙种族的力量不会动摇它，这是一座奉献给独立的殿堂，我们将在它前面刻上这个铭文，让它像祖国本身一样不朽：“安的列斯群岛是安的列斯人的”。;;;;;;;;;;;;;
authorize_bulgarian_exarchate_title;授权建立保加利亚督主教区;;;;;;;;;;;;;
authorize_bulgarian_exarchate_desc;为了对抗保加利亚民族主义日益增长的威胁，我们可以授权保加利亚教区在奥斯曼帝国境内组建一个督主教区。名义上，保加利亚东正教基督徒属于君士坦丁堡的东正教牧首管理，但让他们自己组建一个督主教教区的想法将有助于缓和他们的民族主义情绪。这个督主教教区的成立仪式将在没有君士坦丁堡牧首的祝圣的情况下进行，因此它也会给我们巴尔干地区的基督徒带来民族主义的紧张情绪，这将有助于在我们的土地上散播基督徒内部的混乱和不信任。;;;;;;;;;;;;;
release_bukovina_title;释放布科维纳;;;;;;;;;;;;;
occupy_countryside_title;占领利比里亚农村地区;;;;;;;;;;;;;
occupy_countryside_desc;与象牙海岸和塞拉利昂的其他殖民国家不断出现的边境摩擦是利比里亚早期历史的特点。$COUNTRY_ADJ$当局急于向内陆扩展他们的统治，尽管如此他们依然无法控制他们所宣称的全部海岸地区。在非洲争夺战当中，我们与利比里亚内陆的土著人达成了几项协议，这使得我们能够在有效占领原则下宣称和占领土地。;;;;;;;;;;;;;
treaty_of_bata_title;穆尼河;;;;;;;;;;;;;
treaty_of_bata_desc;虽然历史上我们拥有对比亚法拉湾的所有权，但其他殖民国家对该地区的兴趣正在日益增长。有效占领的原则意味着我们将失去整个地区，但我们可以尝试与另一个殖民地国家达成协议，以确保我们可以控制巴塔的一小片土地。;;;;;;;;;;;;;
